Date,Close_left,Close_right
2011-11-10,31.33,19.435
2011-11-11,33.64,19.276
2011-11-14,33.22,19.686
2011-11-15,33.93,19.995
2011-11-16,34.94,19.395
2011-11-17,33.68,18.658
2011-11-18,32.6,18.563
2011-11-21,31.76,18.024
2011-11-22,32.07,17.749000000000002
2011-11-23,31.45,17.332
2011-11-25,31.66,17.417
2011-11-28,32.56,17.758
2011-11-29,31.75,17.391
2011-11-30,32.74,18.23
2011-12-01,32.6,17.945999999999998
2011-12-02,33.3,18.224
2011-12-05,34.42,18.488
2011-12-06,34.87,18.563
2011-12-07,34.19,18.788
2011-12-08,30.89,17.964000000000002
2011-12-09,31.04,18.112000000000002
2011-12-12,30.41,17.811
2011-12-13,29.45,17.222
2011-12-14,28.53,16.672
2011-12-15,28.62,17.212
2011-12-16,28.0,17.255
2011-12-19,27.75,16.312
2011-12-20,27.9,16.86
2011-12-21,27.57,17.4
2011-12-22,27.77,17.725
2011-12-23,27.9,17.555
2011-12-27,28.57,17.202
2011-12-28,28.51,17.006
2011-12-29,28.73,17.305999999999997
2011-12-30,28.56,17.357
2012-01-03,28.08,18.024
2012-01-04,27.71,18.112000000000002
2012-01-05,27.12,18.985
2012-01-06,26.91,19.627
2012-01-09,27.25,19.559
2012-01-10,27.62,19.899
2012-01-11,28.23,20.951999999999998
2012-01-12,28.25,21.125999999999998
2012-01-13,22.79,20.799
2012-01-17,26.6,20.721999999999998
2012-01-18,26.81,20.988000000000003
2012-01-19,26.76,21.253
2012-01-20,26.6,21.406999999999996
2012-01-23,26.77,21.339000000000002
2012-01-24,27.42,21.228
2012-01-25,27.97,21.339000000000002
2012-01-26,28.94,21.166999999999998
2012-01-27,29.33,20.866999999999997
2012-01-30,29.57,20.747
2012-01-31,29.07,20.568
2012-02-01,29.58,20.866999999999997
2012-02-02,30.25,20.816999999999997
2012-02-03,31.15,22.416999999999998
2012-02-06,31.8,22.861
2012-02-07,31.6,22.451999999999998
2012-02-08,31.93,22.048000000000002
2012-02-09,32.58,22.041
2012-02-10,31.1,21.836
2012-02-13,31.49,21.698
2012-02-14,33.17,21.749000000000002
2012-02-15,33.6,21.346999999999998
2012-02-16,34.19,23.265
2012-02-17,34.97,23.41
2012-02-21,34.5,23.171999999999997
2012-02-22,34.22,22.734
2012-02-23,34.53,22.938000000000002
2012-02-24,33.75,22.324
2012-02-27,33.62,22.656999999999996
2012-02-28,33.81,22.383000000000003
2012-02-29,33.41,22.281
2012-03-01,34.41,22.665
2012-03-02,34.04,22.647
2012-03-05,33.77,22.264
2012-03-06,33.11,21.048000000000002
2012-03-07,33.12,21.305
2012-03-08,33.07,21.793000000000003
2012-03-09,34.74,21.938000000000002
2012-03-12,36.01,21.741
2012-03-13,36.09,22.324
2012-03-14,35.29,22.538
2012-03-15,35.0,22.307
2012-03-16,35.32,21.895
2012-03-19,34.98,21.741
2012-03-20,34.96,21.484
2012-03-21,35.15,21.656999999999996
2012-03-22,34.4,21.449
2012-03-23,34.08,21.553
2012-03-26,37.4,21.904
2012-03-27,37.94,21.708000000000002
2012-03-28,37.85,21.535999999999998
2012-03-29,37.33,21.671
2012-03-30,37.24,21.963
2012-04-02,36.58,22.916
2012-04-03,38.01,21.869
2012-04-04,35.0,21.494
2012-04-05,34.71,21.288
2012-04-09,33.15,20.721999999999998
2012-04-10,32.46,20.304000000000002
2012-04-11,33.09,20.576
2012-04-12,33.44,20.808000000000003
2012-04-13,33.59,20.38
2012-04-16,32.25,20.055
2012-04-17,32.24,20.585
2012-04-18,32.66,20.68
2012-04-19,33.16,20.559
2012-04-20,33.16,20.209
2012-04-23,31.94,19.653
2012-04-24,31.82,19.601
2012-04-25,32.91,19.96
2012-04-26,33.49,20.312
2012-04-27,33.34,20.147000000000002
2012-04-30,33.13,19.694000000000003
2012-05-01,33.78,19.96
2012-05-02,33.94,19.635
2012-05-03,32.46,19.156
2012-05-04,31.83,19.146
2012-05-07,32.47,19.189
2012-05-08,30.19,19.034000000000002
2012-05-09,30.06,19.215
2012-05-10,32.96,19.156
2012-05-11,32.25,18.837
2012-05-14,30.06,18.524
2012-05-15,29.43,18.342
2012-05-16,29.18,18.761
2012-05-17,28.57,18.505
2012-05-18,27.56,18.136
2012-05-21,28.77,18.444000000000003
2012-05-22,30.79,18.410999999999998
2012-05-23,31.02,18.949
2012-05-24,30.32,18.873
2012-05-25,29.81,19.215
2012-05-29,31.69,19.567
2012-05-30,30.41,19.156
2012-05-31,29.5,19.01
2012-06-01,28.15,18.847
2012-06-04,27.88,18.077
2012-06-05,27.91,18.197
2012-06-06,29.15,18.694000000000003
2012-06-07,28.93,18.71
2012-06-08,30.08,18.882
2012-06-11,29.12,18.77
2012-06-12,29.66,18.985
2012-06-13,29.77,18.726
2012-06-14,29.39,18.668
2012-06-15,29.91,18.617
2012-06-18,31.84,18.349
2012-06-19,32.09,18.617
2012-06-20,33.78,18.393
2012-06-21,32.19,17.673
2012-06-22,33.79,17.641
2012-06-25,33.11,17.048
2012-06-26,31.61,16.997
2012-06-27,31.96,16.834
2012-06-28,31.41,16.973
2012-06-29,31.29,16.886
2012-07-02,30.4,16.757
2012-07-03,30.66,17.7
2012-07-05,31.23,17.587
2012-07-06,30.99,17.391
2012-07-09,31.49,17.315
2012-07-10,31.27,16.955
2012-07-11,31.51,17.041
2012-07-12,32.7,16.551
2012-07-13,34.25,16.8
2012-07-16,35.96,16.596
2012-07-17,33.35,16.784000000000002
2012-07-18,32.15,17.185
2012-07-19,32.27,17.246
2012-07-20,31.79,16.578
2012-07-23,30.66,16.527
2012-07-24,29.84,16.287
2012-07-25,28.95,16.099
2012-07-26,28.13,16.364
2012-07-27,29.51,16.843
2012-07-30,27.35,16.578
2012-07-31,27.42,16.878
2012-08-01,26.25,16.834
2012-08-02,26.1,16.389
2012-08-03,27.27,17.16
2012-08-06,28.27,16.997
2012-08-07,30.25,17.486
2012-08-08,29.09,17.451
2012-08-09,29.41,17.682000000000002
2012-08-10,29.94,17.587
2012-08-13,31.17,17.527
2012-08-14,29.42,17.305999999999997
2012-08-15,29.4,17.246
2012-08-16,30.3,18.265
2012-08-17,30.01,18.847
2012-08-20,29.51,18.726
2012-08-21,29.11,18.524
2012-08-22,29.95,18.61
2012-08-23,30.73,18.272000000000002
2012-08-24,29.5,18.136
2012-08-27,28.32,18.17
2012-08-28,28.69,17.930999999999997
2012-08-29,28.41,18.237000000000002
2012-08-30,28.41,18.077
2012-08-31,28.52,18.282
2012-09-04,28.14,18.245
2012-09-05,27.94,18.633
2012-09-06,28.55,19.224
2012-09-07,29.35,20.012
2012-09-10,27.37,19.677
2012-09-11,27.8,19.668
2012-09-12,28.28,19.805
2012-09-13,29.48,20.147000000000002
2012-09-14,30.39,20.671
2012-09-17,32.54,20.38
2012-09-18,31.34,20.92
2012-09-19,31.05,21.193
2012-09-20,30.9,20.912
2012-09-21,30.02,21.236
2012-09-24,30.66,20.859
2012-09-25,27.66,20.14
2012-09-26,27.54,20.028
2012-09-27,28.49,19.849
2012-09-28,29.28,19.48
2012-10-01,29.16,19.772000000000002
2012-10-02,29.8,20.277
2012-10-03,29.3,20.884
2012-10-04,29.4,21.107
2012-10-05,28.89,21.236
2012-10-08,29.25,21.039
2012-10-09,28.37,20.866999999999997
2012-10-10,28.4,20.747
2012-10-11,28.32,21.116999999999997
2012-10-12,27.64,20.928
2012-10-15,27.33,20.961
2012-10-16,28.06,21.228
2012-10-17,28.819000000000003,21.458000000000002
2012-10-18,28.04,21.886
2012-10-19,27.74,21.057
2012-10-22,27.85,21.081
2012-10-23,28.39,20.439
2012-10-24,27.42,20.285999999999998
2012-10-25,27.52,20.234
2012-10-26,27.38,19.934
2012-10-31,28.131,21.836
2012-11-01,29.245,21.989
2012-11-02,28.918000000000003,22.084
2012-11-05,31.5,21.895
2012-11-06,31.15,22.426
2012-11-07,31.54,21.434
2012-11-08,31.31,21.166999999999998
2012-11-09,30.32,21.441999999999997
2012-11-12,31.07,21.63
2012-11-13,31.614,21.253
2012-11-14,31.38,20.698
2012-11-15,30.82,20.448
2012-11-16,31.84,20.423
2012-11-19,32.92,21.346999999999998
2012-11-20,33.0,21.066
2012-11-21,32.47,21.066
2012-11-23,32.13,21.586
2012-11-26,32.27,21.604
2012-11-27,32.15,21.416999999999998
2012-11-28,33.21,21.648000000000003
2012-11-29,33.69,22.34
2012-11-30,33.82,22.159000000000002
2012-12-03,34.62,21.842
2012-12-04,33.9,21.756999999999998
2012-12-05,33.71,21.406999999999996
2012-12-06,33.9,21.039
2012-12-07,34.17,21.570999999999998
2012-12-10,34.57,21.648000000000003
2012-12-11,35.28,21.793000000000003
2012-12-12,35.26,21.945999999999998
2012-12-13,33.61,21.51
2012-12-14,33.81,21.070999999999998
2012-12-17,34.4,21.279
2012-12-18,34.59,21.828000000000003
2012-12-19,34.61,23.274
2012-12-20,34.43,23.41
2012-12-21,34.0,23.395
2012-12-24,34.28,23.684
2012-12-26,33.59,23.651
2012-12-27,33.69,23.941999999999997
2012-12-28,33.22,23.848000000000003
2012-12-31,33.87,24.688000000000002
2013-01-02,35.36,24.945
2013-01-03,34.77,25.535
2013-01-04,34.4,25.568
2013-01-07,34.34,25.398000000000003
2013-01-08,33.68,25.15
2013-01-09,33.64,25.663
2013-01-10,33.53,26.065
2013-01-11,32.91,25.996
2013-01-14,33.26,25.97
2013-01-15,33.9,26.203000000000003
2013-01-16,34.1,25.098000000000003
2013-01-17,34.38,25.250999999999998
2013-01-18,34.52,25.072
2013-01-22,35.19,24.517
2013-01-23,36.0,24.463
2013-01-24,36.99,24.644000000000002
2013-01-25,36.98,24.891
2013-01-28,38.03,24.688000000000002
2013-01-29,37.95,24.361
2013-01-30,37.52,23.924
2013-01-31,37.51,24.055
2013-02-01,38.3,24.121
2013-02-04,37.74,23.941999999999997
2013-02-05,38.13,24.482
2013-02-06,39.17,24.423000000000002
2013-02-07,39.48,24.378
2013-02-08,39.24,24.463
2013-02-11,38.42,24.430999999999997
2013-02-12,37.89,24.447
2013-02-13,38.45,24.549
2013-02-14,38.3,23.761
2013-02-15,37.04,23.771
2013-02-19,39.28,23.701
2013-02-20,38.54,23.205
2013-02-21,35.16,22.701999999999998
2013-02-22,36.11,23.213
2013-02-25,34.38,22.545
2013-02-26,34.43,22.975
2013-02-27,35.1,23.462
2013-02-28,34.83,23.247
2013-03-01,34.65,23.3
2013-03-04,35.58,23.198
2013-03-05,36.65,23.616
2013-03-06,37.69,23.899
2013-03-07,38.23,23.874000000000002
2013-03-08,38.47,23.978
2013-03-11,39.1,24.243000000000002
2013-03-12,39.12,24.291999999999998
2013-03-13,38.98,24.037
2013-03-14,36.85,24.112
2013-03-15,35.29,24.156999999999996
2013-03-18,35.15,24.008000000000003
2013-03-19,35.08,24.064
2013-03-20,35.95,25.004
2013-03-21,36.01,24.517
2013-03-22,36.62,24.165
2013-03-25,37.53,24.112
2013-03-26,37.86,24.104
2013-03-27,38.16,24.026999999999997
2013-03-28,37.89,23.820999999999998
2013-04-01,43.93,23.805
2013-04-02,44.34,23.914
2013-04-03,41.1,23.805
2013-04-04,42.01,23.754
2013-04-05,41.37,23.565
2013-04-08,41.83,23.625999999999998
2013-04-09,40.5,23.574
2013-04-10,41.86,24.291999999999998
2013-04-11,43.59,25.449
2013-04-12,43.75,25.363000000000003
2013-04-15,43.3,24.756
2013-04-16,45.59,25.236
2013-04-17,45.45,25.063000000000002
2013-04-18,46.97,24.814
2013-04-19,47.83,24.961
2013-04-22,50.19,25.046999999999997
2013-04-23,51.01,25.561
2013-04-24,50.43,26.073
2013-04-25,52.0,26.296
2013-04-26,51.2,26.118000000000002
2013-04-29,54.94,26.366
2013-04-30,53.99,26.406999999999996
2013-05-01,53.28,25.845
2013-05-02,54.11,26.682
2013-05-03,54.55,27.488000000000003
2013-05-06,59.5,27.248
2013-05-07,55.51,27.101999999999997
2013-05-08,55.79,27.47
2013-05-09,69.4,27.101999999999997
2013-05-10,76.76,26.904
2013-05-13,87.8,26.545
2013-05-14,83.24,27.016
2013-05-15,84.84,27.666999999999998
2013-05-16,92.25,27.735
2013-05-17,91.5,28.616999999999997
2013-05-20,89.94,28.858
2013-05-21,87.59,28.601
2013-05-22,87.24,28.456999999999997
2013-05-23,92.73,28.129
2013-05-24,97.08,28.147
2013-05-28,110.33,29.079
2013-05-29,104.63,29.158
2013-05-30,104.95,29.664
2013-05-31,97.76,29.019000000000002
2013-06-03,92.59,29.473000000000003
2013-06-04,94.84,29.936999999999998
2013-06-05,95.37,29.131999999999998
2013-06-06,97.35,29.491999999999997
2013-06-07,102.04,29.995
2013-06-10,100.05,29.748
2013-06-11,94.47,29.054000000000002
2013-06-12,97.73,28.644000000000002
2013-06-13,98.18,29.541
2013-06-14,100.3,29.361
2013-06-17,102.2,28.881999999999998
2013-06-18,103.39,29.124000000000002
2013-06-19,104.68,28.822
2013-06-20,100.65,27.88
2013-06-21,99.55,27.581999999999997
2013-06-24,101.49,26.904
2013-06-25,102.4,27.248
2013-06-26,105.72,27.872
2013-06-27,109.25,28.345
2013-06-28,107.36,28.524
2013-07-01,117.18,29.114
2013-07-02,117.82,29.199
2013-07-03,115.24,29.234
2013-07-05,120.09,29.686999999999998
2013-07-08,121.61,29.664
2013-07-09,123.45,29.901
2013-07-10,122.27,30.252
2013-07-11,125.61,30.949
2013-07-12,129.9,31.171
2013-07-15,127.26,31.256
2013-07-16,109.05,30.98
2013-07-17,120.25,31.136
2013-07-18,119.03,31.545
2013-07-19,119.68,31.35
2013-07-22,122.43,31.478
2013-07-23,122.74,31.35
2013-07-24,121.7,31.803
2013-07-25,124.07,31.750999999999998
2013-07-26,129.39,31.4
2013-07-29,134.62,31.153000000000002
2013-07-30,131.74,31.256
2013-07-31,134.28,30.715
2013-08-01,135.55,31.229
2013-08-02,138.0,31.64
2013-08-05,144.68,31.468000000000004
2013-08-06,142.15,30.791
2013-08-07,134.23,30.381
2013-08-08,153.48,30.836
2013-08-09,153.0,30.845
2013-08-12,147.38,30.809
2013-08-13,145.43,30.689
2013-08-14,139.36,30.461
2013-08-15,139.67,29.585
2013-08-16,142.0,29.436999999999998
2013-08-19,144.9,29.531999999999996
2013-08-20,149.58,29.79
2013-08-21,147.86,29.569000000000003
2013-08-22,157.1,29.962
2013-08-23,161.84,30.022
2013-08-26,164.22,29.901
2013-08-27,167.01,28.849
2013-08-28,166.45,29.046999999999997
2013-08-29,166.06,29.5
2013-08-30,169.0,29.182
2013-09-03,168.94,29.234
2013-09-04,170.62,30.697
2013-09-05,169.93,31.108
2013-09-06,166.97,30.955
2013-09-09,160.7,31.239
2013-09-10,166.37,31.682
2013-09-11,163.52,31.127
2013-09-12,164.93,31.144000000000002
2013-09-13,165.54,30.875
2013-09-16,166.58,31.014
2013-09-17,166.23,31.436
2013-09-18,166.22,32.18
2013-09-19,177.92,31.881
2013-09-20,183.39,31.535999999999998
2013-09-23,181.11,31.795
2013-09-24,182.33,32.06
2013-09-25,185.24,31.838
2013-09-26,188.64,31.64
2013-09-27,190.9,31.144000000000002
2013-09-30,193.37,30.799
2013-10-01,193.0,30.750999999999998
2013-10-02,180.95,30.774
2013-10-03,173.31,30.217
2013-10-04,180.98,30.568
2013-10-07,183.07,30.125
2013-10-08,174.73,29.293000000000003
2013-10-09,168.78,29.252
2013-10-10,172.93,29.842
2013-10-11,178.7,30.271
2013-10-14,179.72,30.252
2013-10-15,183.94,29.713
2013-10-16,183.56,30.081
2013-10-17,182.8,30.538
2013-10-18,183.4,30.734
2013-10-21,172.6,30.397
2013-10-22,171.54,30.32
2013-10-23,164.5,30.014
2013-10-24,173.15,30.508000000000003
2013-10-25,169.66,30.474
2013-10-28,162.86,30.655
2013-10-29,164.47,30.875
2013-10-30,159.22,31.881
2013-10-31,159.94,31.64
2013-11-01,162.17,32.016999999999996
2013-11-04,175.2,32.084
2013-11-05,176.81,31.759
2013-11-06,151.16,31.333000000000002
2013-11-07,139.77,30.76
2013-11-08,137.95,31.391
2013-11-11,144.7,31.409000000000002
2013-11-12,137.8,31.391
2013-11-13,138.7,32.919000000000004
2013-11-14,137.6,32.965
2013-11-15,135.45,33.198
2013-11-18,121.58,33.028
2013-11-19,126.09,32.55
2013-11-20,121.11,32.274
2013-11-21,122.1,32.641999999999996
2013-11-22,121.38,32.222
2013-11-25,120.84,32.153
2013-11-26,120.5,32.257
2013-11-27,126.94,33.266999999999996
2013-11-29,127.28,33.163000000000004
2013-12-02,124.17,33.488
2013-12-03,144.7,32.657
2013-12-04,138.95,33.148
2013-12-05,140.48,33.473
2013-12-06,137.36,34.397
2013-12-09,141.6,35.022
2013-12-10,142.19,34.592
2013-12-11,139.65,34.391
2013-12-12,147.47,34.295
2013-12-13,147.65,34.287
2013-12-16,147.94,35.483000000000004
2013-12-17,152.46,35.562
2013-12-18,147.98,35.339
2013-12-19,140.72,34.508
2013-12-20,143.24,35.098
2013-12-23,143.55,35.355
2013-12-24,151.41,35.005
2013-12-26,155.5,35.553000000000004
2013-12-27,151.12,35.056999999999995
2013-12-30,152.44,34.842
2013-12-31,150.43,34.996
2014-01-02,150.1,35.066
2014-01-03,149.56,33.885999999999996
2014-01-06,147.0,34.592
2014-01-07,149.36,34.422
2014-01-08,151.28,34.611
2014-01-09,147.53,34.672
2014-01-10,145.72,34.278
2014-01-13,139.34,33.895
2014-01-14,161.27,34.269
2014-01-15,164.13,33.721
2014-01-16,170.97,33.395
2014-01-17,170.01,33.052
2014-01-21,176.68,32.83
2014-01-22,178.56,33.225
2014-01-23,181.5,32.899
2014-01-24,174.6,31.535999999999998
2014-01-27,169.62,31.478
2014-01-28,178.38,31.52
2014-01-29,175.23,31.127
2014-01-30,182.84,31.545
2014-01-31,181.41,30.894000000000002
2014-02-03,177.11,30.184
2014-02-04,178.73,30.671
2014-02-05,174.42,30.175
2014-02-06,178.38,30.168000000000003
2014-02-07,186.53,30.92
2014-02-10,196.56,29.883000000000003
2014-02-11,196.62,30.184
2014-02-12,195.32,30.451
2014-02-13,199.63,30.141
2014-02-14,198.23,30.781999999999996
2014-02-18,203.7,31.09
2014-02-19,193.64,30.854
2014-02-20,209.97,31.264
2014-02-21,209.6,31.418000000000003
2014-02-24,217.65,31.296
2014-02-25,248.0,30.913
2014-02-26,253.0,31.535999999999998
2014-02-27,252.54,31.486
2014-02-28,244.81,30.997
2014-03-03,250.56,31.005
2014-03-04,254.84,31.622
2014-03-05,252.66,32.129
2014-03-06,252.94,32.146
2014-03-07,246.21,32.274
2014-03-10,238.84,31.759
2014-03-11,234.41,30.125
2014-03-12,241.49,29.851
2014-03-13,237.79,29.191
2014-03-14,230.97,29.449
2014-03-17,233.98,29.916
2014-03-18,240.04,30.383000000000003
2014-03-19,235.84,30.159000000000002
2014-03-20,234.91,30.464000000000002
2014-03-21,228.89,30.245
2014-03-24,220.17,30.358
2014-03-25,220.44,29.811999999999998
2014-03-26,212.96,29.564
2014-03-27,207.32,29.811999999999998
2014-03-28,212.37,30.002
2014-03-31,208.45,29.735
2014-04-01,216.97,29.668000000000003
2014-04-02,230.29,30.131
2014-04-03,225.4,30.618000000000002
2014-04-04,212.23,30.072
2014-04-07,207.52,29.467
2014-04-08,215.46,29.83
2014-04-09,216.93,29.045
2014-04-10,204.19,28.768
2014-04-11,203.78,27.585
2014-04-14,198.09,28.12
2014-04-15,193.91,28.819000000000003
2014-04-16,199.11,29.346
2014-04-17,198.12,29.354
2014-04-21,204.38,29.354
2014-04-22,218.64,29.572
2014-04-23,207.99,29.709
2014-04-24,207.86,29.518
2014-04-25,199.85,29.131
2014-04-28,198.51,29.166
2014-04-29,206.92,29.363000000000003
2014-04-30,207.89,29.785999999999998
2014-05-01,207.73,30.15
2014-05-02,210.91,30.211
2014-05-05,216.61,30.022
2014-05-06,207.28,30.022
2014-05-07,201.35,30.296999999999997
2014-05-08,178.59,30.105999999999998
2014-05-09,182.26,29.572
2014-05-12,184.67,30.08
